Card #,Hero,Variation,Treatment,Weapon,Notation,Power,Athlete Inspiration,Play Cost,Play Ability
N381,DeVaulta,First Edition,Tecmo News Battlefoil,Fire,,105,DeVonta Smith,0,
N382,Hot Sauce,First Edition,Tecmo News Battlefoil,Fire,,100,Sauce Gardener,0,
N383,First Leap,First Edition,Tecmo News Battlefoil,Fire,,100,LeRoy Butler,0,
N384,Friday,First Edition,Tecmo News Battlefoil,Fire,,100,Deebo Samuel,0,
N385,Barreler,Tecmo Bowl,Tecmo News Battlefoil,Fire,,100,Cooper Kupp,0,
N386,Watterslide,First Edition,Tecmo News Battlefoil,Fire,,100,Ricky Watters,0,
N387,Cannon,First Edition,Tecmo News Battlefoil,Fire,,100,Rich Gannon,0,
N388,Furnest,First Edition,Tecmo News Battlefoil,Fire,,95,Earnest Byner,0,
N389,Hot Rod,First Edition,Tecmo News Battlefoil,Fire,,95,Rodney Hampton,0,
N390,Golden Bullet,Tecmo Bowl,Tecmo News Battlefoil,Fire,,95,Matthew Golden,0,
N391,Billiard,First Edition,Tecmo News Battlefoil,Fire,,95,Dalton Hillard,0,
N392,Ryptillian,First Edition,Tecmo News Battlefoil,Fire,,95,Mark Rypien,0,
N393,Flippa,First Edition,Tecmo News Battlefoil,Fire,,95,Flipper Anderson,0,
N394,Slaughterhouse,First Edition,Tecmo News Battlefoil,Fire,,90,Webster Slaughter,0,
N395,Hammer,First Edition,Tecmo News Battlefoil,Fire,,90,Omarion Hampton,0,
N396,Majik Man,First Edition,Tecmo News Battlefoil,Fire,,90,Don Majkowski,0,
N397,A Bear,First Edition,Tecmo News Battlefoil,Fire,,90,Bobby Hebert,0,
N398,Moose,First Edition,Tecmo News Battlefoil,Fire,,90,Daryl Johnston,0,
N399,Hillicopter,First Edition,Tecmo News Battlefoil,Fire,,90,Drew Hill,0,
N400,Bojax,Tecmo Bowl,Tecmo News Battlefoil,Ice,SP,190,Bo Jackson,0,
N401,Attak,Unmasked,Tecmo News Battlefoil,Ice,SP,190,Dak Prescott,0,
N402,Pukadot,Unmasked,Tecmo News Battlefoil,Ice,SP,190,Puka Nacua,0,
N403,Duke of Denver,Debut,Tecmo News Battlefoil,Ice,SP,185,John Elway,0,
N404,Brees,Debut,Tecmo News Battlefoil,Ice,SP,185,Drew Brees,0,
N405,Fear Himself,Debut,Tecmo News Battlefoil,Ice,SP,185,Lawrence Taylor,0,
N406,Mossed,Debut,Tecmo News Battlefoil,Ice,SP,185,Randy Moss,0,
N407,Nigerian Nightmare,Debut,Tecmo News Battlefoil,Ice,SP,185,Christian Okoye,0,
N408,Marino,Tecmo Bowl,Tecmo News Battlefoil,Ice,SP,180,Dan Marino,0,
N409,Young-Gunner,Tecmo Bowl,Tecmo News Battlefoil,Ice,SP,180,Steve Young,0,
N410,Gronk,Debut,Tecmo News Battlefoil,Ice,SP,180,Rob Gronkowski,0,
N411,Hitt Man,Debut,Tecmo News Battlefoil,Ice,SP,180,Ronnie Lott,0,
N412,Island Time,Debut,Tecmo News Battlefoil,Ice,SP,180,Darrelle Revis,0,
N413,Emmitt-164,Tecmo Bowl,Tecmo News Battlefoil,Ice,SP,180,Emmitt Smith,0,
N414,Troy of Dallas,Tecmo Bowl,Tecmo News Battlefoil,Ice,SP,175,Troy Aikman,0,
N415,Goggles,Tecmo Bowl,Tecmo News Battlefoil,Ice,SP,175,Eric Dickerson,0,
N416,Howietzer,Tecmo Bowl,Tecmo News Battlefoil,Ice,SP,175,Howie Long,0,
N417,Thurmanator,Tecmo Bowl,Tecmo News Battlefoil,Ice,SP,175,Thurman Thomas,0,
N418,Bus,Tecmo Bowl,Tecmo News Battlefoil,Ice,SP,175,Jerome Bettis,0,
N419,Machine Gun,Debut,Tecmo News Battlefoil,Ice,SP,175,Jim Kelly,0,
N420,Cutback,Tecmo Bowl,Tecmo News Battlefoil,Ice,SP,165,Barry Sanders,0,
N421,Sea-Largent,Tecmo Bowl,Tecmo News Battlefoil,Ice,SP,165,Steve Largent,0,
N422,Boz,Tecmo Bowl,Tecmo News Battlefoil,Ice,SP,165,Brian Bosworth,0,
N423,Allenwrench,Tecmo Bowl,Tecmo News Battlefoil,Ice,SP,165,Marcus Allen,0,
N424,Ultimate Weapon,Debut,Tecmo News Battlefoil,Ice,SP,165,Randall Cunningham,0,
N425,Shuffler,Debut,Tecmo News Battlefoil,Ice,SP,165,Jim McMahon,0,
N426,Boom,Tecmo Bowl,Tecmo News Battlefoil,Ice,SP,160,Boomer Esiason,0,
N427,Dentist,Debut,Tecmo News Battlefoil,Ice,SP,160,Richard Dent,0,
N428,Vinniverde,Debut,Tecmo News Battlefoil,Ice,SP,160,Vinny Testaverde,0,
N429,Afterbern,Debut,Tecmo News Battlefoil,Ice,SP,160,Bernie Kosar,0,
N430,Sack King,Debut,Tecmo News Battlefoil,Ice,SP,160,Bruce Smith,0,
N431,Incredible Faulk,Debut,Tecmo News Battlefoil,Ice,SP,160,Marshall Faulk,0,
N432,Mann-O-War,Debut,Tecmo News Battlefoil,Ice,SP,160,Charles Mann,0,
N433,Timmy,Tecmo Bowl,Tecmo News Battlefoil,Ice,SP,155,Tim Brown,0,
N434,Haley's Comet,Debut,Tecmo News Battlefoil,Ice,SP,155,Charles Haley,0,
N435,Ickey,Debut,Tecmo News Battlefoil,Ice,SP,155,Ickey Woods,0,
N436,Full Moon,Debut,Tecmo News Battlefoil,Ice,SP,155,Warren Moon,0,
N437,Philament,Debut,Tecmo News Battlefoil,Ice,SP,155,Phil Simms,0,
N438,Key Keeper,Debut,Tecmo News Battlefoil,Ice,SP,155,Luke Kuechly,0,
N439,T.D.,Debut,Tecmo News Battlefoil,Ice,SP,155,Tony Dorsett,0,
N440,Sterling,Tecmo Bowl,Tecmo News Battlefoil,Ice,SP,150,Sterling Sharpe,0,
N441,Too Tall,Debut,Tecmo News Battlefoil,Ice,SP,150,"Ed ""Too Tall"" Jones",0,
N442,Fridge,Debut,Tecmo News Battlefoil,Ice,SP,150,William Perry,0,
N443,Samurai Mike,Debut,Tecmo News Battlefoil,Ice,SP,150,Mike Singletary,0,
N444,Monk,Debut,Tecmo News Battlefoil,Ice,SP,150,Art Monk,0,
N445,Krieghawk,Debut,Tecmo News Battlefoil,Ice,SP,150,Dave Krieg,0,
N446,Undrafted Wrecking Ball,Debut,Tecmo News Battlefoil,Ice,SP,150,Gary Clark,0,
N447,Highjump,Debut,Tecmo News Battlefoil,Ice,SP,150,Alonzo Highsmith,0,
N448,Curt Locker,Debut,Tecmo News Battlefoil,Ice,SP,150,Curt Warner,0,
N449,Calf Roper,Debut,Tecmo News Battlefoil,Ice,SP,145,Eric Metcalf,0,
N450,Novacaine,Debut,Tecmo News Battlefoil,Ice,SP,145,Jay Novacek,0,
N451,Carrier,Debut,Tecmo News Battlefoil,Ice,SP,145,Mark Carrier,0,
N452,Amigo One,Debut,Tecmo News Battlefoil,Ice,SP,145,Mark Jackson,0,
N453,Quick Draw,Debut,Tecmo News Battlefoil,Ice,SP,145,Mike Quick,0,
N454,Bank Robber,Debut,Tecmo News Battlefoil,Ice,SP,145,Carl Banks,0,
N455,Claymore,Debut,Tecmo News Battlefoil,Ice,SP,145,Clay Matthews Jr.,0,
N456,Biscuit,Debut,Tecmo News Battlefoil,Ice,SP,145,Cornelius Bennett,0,
N457,Underdoug,Debut,Tecmo News Battlefoil,Ice,SP,145,Doug Williams,0,
N458,Mountain Drew,Debut,Tecmo News Battlefoil,Ice,SP,140,Drew Bledsoe,0,
N459,Dwight Noise,Debut,Tecmo News Battlefoil,Ice,SP,140,Dwight Stephenson,0,
N460,Green Light,Debut,Tecmo News Battlefoil,Ice,SP,140,Harold Green,0,
N461,K-Mack,Debut,Tecmo News Battlefoil,Ice,SP,140,Kevin Mack,0,
N462,Pepper Spray,Debut,Tecmo News Battlefoil,Ice,SP,140,Pepper Johnson,0,
N463,The Manster,Debut,Tecmo News Battlefoil,Ice,SP,140,Randy White,0,
N464,Woodchipper,Debut,Tecmo News Battlefoil,Ice,SP,140,Rod Woodson,0,
N465,Gaultfather,Debut,Tecmo News Battlefoil,Ice,SP,140,Willie Gault,0,
N466,Jolly Roger,Debut,Tecmo News Battlefoil,Ice,SP,140,Roger Craig,0,
N467,Sevenring,First Edition,Tecmo News Battlefoil,Ice,SP,185,Tom Brady,0,
N468,Joe Cool,First Edition,Tecmo News Battlefoil,Ice,SP,185,Joe Montana,0,
N469,Neon,First Edition,Tecmo News Battlefoil,Ice,SP,180,Deion Sanders,0,
N470,Sheriff,First Edition,Tecmo News Battlefoil,Ice,SP,180,Peyton Manning,0,
N471,Sweetest of Sweet,First Edition,Tecmo News Battlefoil,Ice,SP,175,Walter Payton,0,
N472,Hands,First Edition,Tecmo News Battlefoil,Ice,SP,175,Jerry Rice,0,
N473,Hands,First Edition,Tecmo News Battlefoil,Ice,,135,Jerry Rice,0,
N474,Joe Cool,First Edition,Tecmo News Battlefoil,Ice,,135,Joe Montana,0,
N475,Merlomes,Tecmo Bowl,Tecmo News Battlefoil,Ice,,135,Patrick Mahomes,0,
N476,Dart-Board,Tecmo Bowl,Tecmo News Battlefoil,Ice,,135,Jaxson Dart,0,
N477,Bison,Tecmo Bowl,Tecmo News Battlefoil,Ice,,135,Josh Allen,0,
N478,Warp,Tecmo Bowl,Tecmo News Battlefoil,Ice,,135,Lamar Jackson,0,
N479,Bayou,Tecmo Bowl,Tecmo News Battlefoil,Ice,,130,Ja'Marr Chase,0,
N480,J-Jetts,Tecmo Bowl,Tecmo News Battlefoil,Ice,,130,Justin Jefferson,0,
N481,Reindeer Hunter,First Edition,Tecmo News Battlefoil,Ice,,130,Myles Garrett,0,
N482,Swervin’,First Edition,Tecmo News Battlefoil,Ice,,130,Michael Irvin,0,
N483,MoD,First Edition,Tecmo News Battlefoil,Ice,,130,Reggie White,0,
N484,Quads,First Edition,Tecmo News Battlefoil,Ice,,130,Saquon Barkley,0,
N485,Darn Old,First Edition,Tecmo News Battlefoil,Ice,,125,Sam Darnold,0,
N486,Phoenix,Tecmo Bowl,Tecmo News Battlefoil,Ice,,125,Bo Nix,0,
N487,Jax-In-the-Box,First Edition,Tecmo News Battlefoil,Ice,,125,Jaxon Smith-Njigba,0,
N488,Eagle-Eye,Tecmo Bowl,Tecmo News Battlefoil,Ice,,125,Jalen Hurts,0,
N489,Shrouded,Tecmo Bowl,Tecmo News Battlefoil,Ice,,125,C.J. Stroud,0,
N490,Myracle,First Edition,Tecmo News Battlefoil,Ice,,125,Jahmyr Gibbs,0,
N491,Skatter,First Edition,Tecmo News Battlefoil,Ice,,120,Cam Skattebo,0,
N492,Warden,Tecmo Bowl,Tecmo News Battlefoil,Ice,,120,Cam Ward,0,
N493,Yeti,Tecmo Bowl,Tecmo News Battlefoil,Ice,,120,Travis Kelce,0,
N494,BrockNess,Tecmo Bowl,Tecmo News Battlefoil,Ice,,120,Brock Bowers,0,
N495,McArmyKnife,Tecmo Bowl,Tecmo News Battlefoil,Ice,,120,Christian McCaffrey,0,
N496,Muffin Man,First Edition,Tecmo News Battlefoil,Ice,,120,Baker Mayfield,0,
N497,Youngblood,First Edition,Tecmo News Battlefoil,Ice,,115,Bryce Young,0,
N498,Switchblade,Tecmo Bowl,Tecmo News Battlefoil,Ice,,115,Travis Hunter,0,
N499,McVillain,First Edition,Tecmo News Battlefoil,Ice,,115,Tetairoa McMillan,0,
N500,Quarter Staff,First Edition,Tecmo News Battlefoil,Ice,,115,Matthew Stafford,0,
N501,Judkernaught,First Edition,Tecmo News Battlefoil,Ice,,115,Quinshon Judkins,0,
N502,Jeanetic,Tecmo Bowl,Tecmo News Battlefoil,Ice,,115,Ashton Jeanty,0,
N503,Coinslot,First Edition,Tecmo News Battlefoil,Ice,,110,Daniel Jones,0,
N504,Chanesaw,First Edition,Tecmo News Battlefoil,Ice,,110,Devon Achane,0,
N505,Mr. Irrelevant,Tecmo Bowl,Tecmo News Battlefoil,Ice,,110,Brock Purdy,0,
N506,Shadowstrike,First Edition,Tecmo News Battlefoil,Ice,,110,Davante Adams,0,
N507,Shepherd,Tecmo Bowl,Tecmo News Battlefoil,Ice,,110,CeeDee Lamb,0,
N508,Scary,Tecmo Bowl,Tecmo News Battlefoil,Ice,,110,Terry McLaurin,0,
N509,Lawman,Tecmo Bowl,Tecmo News Battlefoil,Ice,,105,Trevor Lawrence,0,
N510,Buttman,First Edition,Tecmo News Battlefoil,Ice,,105,Marion Butts,0,
N511,Criscross,First Edition,Tecmo News Battlefoil,Ice,,105,Cris Carter,0,
N512,Rockhead,First Edition,Tecmo News Battlefoil,Ice,,105,Chris Doleman,0,
N513,Brawn,Tecmo Bowl,Tecmo News Battlefoil,Ice,,105,A.J. Brown,0,
N514,DeVaulta,First Edition,Tecmo News Battlefoil,Ice,,105,DeVonta Smith,0,
N515,Hot Sauce,First Edition,Tecmo News Battlefoil,Ice,,100,Sauce Gardener,0,
N516,First Leap,First Edition,Tecmo News Battlefoil,Ice,,100,LeRoy Butler,0,
N517,Friday,First Edition,Tecmo News Battlefoil,Ice,,100,Deebo Samuel,0,
N518,Barreler,Tecmo Bowl,Tecmo News Battlefoil,Ice,,100,Cooper Kupp,0,
N519,Watterslide,First Edition,Tecmo News Battlefoil,Ice,,100,Ricky Watters,0,
N520,Cannon,First Edition,Tecmo News Battlefoil,Ice,,100,Rich Gannon,0,
N521,Furnest,First Edition,Tecmo News Battlefoil,Ice,,95,Earnest Byner,0,
N522,Hot Rod,First Edition,Tecmo News Battlefoil,Ice,,95,Rodney Hampton,0,
N523,Golden Bullet,Tecmo Bowl,Tecmo News Battlefoil,Ice,,95,Matthew Golden,0,
N524,Billiard,First Edition,Tecmo News Battlefoil,Ice,,95,Dalton Hillard,0,
N525,Ryptillian,First Edition,Tecmo News Battlefoil,Ice,,95,Mark Rypien,0,
N526,Flippa,First Edition,Tecmo News Battlefoil,Ice,,95,Flipper Anderson,0,
N527,Slaughterhouse,First Edition,Tecmo News Battlefoil,Ice,,90,Webster Slaughter,0,
N528,Hammer,First Edition,Tecmo News Battlefoil,Ice,,90,Omarion Hampton,0,
N529,Majik Man,First Edition,Tecmo News Battlefoil,Ice,,90,Don Majkowski,0,
N530,A Bear,First Edition,Tecmo News Battlefoil,Ice,,90,Bobby Hebert,0,
N531,Moose,First Edition,Tecmo News Battlefoil,Ice,,90,Daryl Johnston,0,
N532,Hillicopter,First Edition,Tecmo News Battlefoil,Ice,,90,Drew Hill,0,
N533,Bojax,Tecmo Bowl,Tecmo News Battlefoil,Steel,SP,185,Bo Jackson,0,
N534,Attak,Unmasked,Tecmo News Battlefoil,Steel,SP,185,Dak Prescott,0,
N535,Pukadot,Unmasked,Tecmo News Battlefoil,Steel,SP,185,Puka Nacua,0,
N536,Duke of Denver,Debut,Tecmo News Battlefoil,Steel,SP,170,John Elway,0,
N537,Brees,Debut,Tecmo News Battlefoil,Steel,SP,170,Drew Brees,0,
N538,Fear Himself,Debut,Tecmo News Battlefoil,Steel,SP,170,Lawrence Taylor,0,
N539,Mossed,Debut,Tecmo News Battlefoil,Steel,SP,170,Randy Moss,0,
N540,Nigerian Nightmare,Debut,Tecmo News Battlefoil,Steel,SP,170,Christian Okoye,0,
N541,Marino,Tecmo Bowl,Tecmo News Battlefoil,Steel,SP,165,Dan Marino,0,
N542,Young-Gunner,Tecmo Bowl,Tecmo News Battlefoil,Steel,SP,165,Steve Young,0,
N543,Gronk,Debut,Tecmo News Battlefoil,Steel,SP,165,Rob Gronkowski,0,
N544,Hitt Man,Debut,Tecmo News Battlefoil,Steel,SP,165,Ronnie Lott,0,
N545,Island Time,Debut,Tecmo News Battlefoil,Steel,SP,165,Darrelle Revis,0,
N546,Emmitt-164,Tecmo Bowl,Tecmo News Battlefoil,Steel,SP,165,Emmitt Smith,0,
N547,Troy of Dallas,Tecmo Bowl,Tecmo News Battlefoil,Steel,SP,160,Troy Aikman,0,
N548,Goggles,Tecmo Bowl,Tecmo News Battlefoil,Steel,SP,160,Eric Dickerson,0,
N549,Howietzer,Tecmo Bowl,Tecmo News Battlefoil,Steel,SP,160,Howie Long,0,
N550,Thurmanator,Tecmo Bowl,Tecmo News Battlefoil,Steel,SP,160,Thurman Thomas,0,
N551,Bus,Tecmo Bowl,Tecmo News Battlefoil,Steel,SP,160,Jerome Bettis,0,
N552,Machine Gun,Debut,Tecmo News Battlefoil,Steel,SP,160,Jim Kelly,0,
N553,Cutback,Tecmo Bowl,Tecmo News Battlefoil,Steel,SP,155,Barry Sanders,0,
N554,Sea-Largent,Tecmo Bowl,Tecmo News Battlefoil,Steel,SP,155,Steve Largent,0,
N555,Boz,Tecmo Bowl,Tecmo News Battlefoil,Steel,SP,155,Brian Bosworth,0,
N556,Allenwrench,Tecmo Bowl,Tecmo News Battlefoil,Steel,SP,155,Marcus Allen,0,
N557,Ultimate Weapon,Debut,Tecmo News Battlefoil,Steel,SP,155,Randall Cunningham,0,
N558,Shuffler,Debut,Tecmo News Battlefoil,Steel,SP,155,Jim McMahon,0,
N559,Boom,Tecmo Bowl,Tecmo News Battlefoil,Steel,SP,150,Boomer Esiason,0,
N560,Dentist,Debut,Tecmo News Battlefoil,Steel,SP,150,Richard Dent,0,
N561,Vinniverde,Debut,Tecmo News Battlefoil,Steel,SP,150,Vinny Testaverde,0,
N562,Afterbern,Debut,Tecmo News Battlefoil,Steel,SP,150,Bernie Kosar,0,
N563,Sack King,Debut,Tecmo News Battlefoil,Steel,SP,150,Bruce Smith,0,
N564,Incredible Faulk,Debut,Tecmo News Battlefoil,Steel,SP,150,Marshall Faulk,0,
N565,Mann-O-War,Debut,Tecmo News Battlefoil,Steel,SP,150,Charles Mann,0,
N566,Timmy,Tecmo Bowl,Tecmo News Battlefoil,Steel,SP,145,Tim Brown,0,
N567,Haley's Comet,Debut,Tecmo News Battlefoil,Steel,SP,145,Charles Haley,0,
N568,Ickey,Debut,Tecmo News Battlefoil,Steel,SP,145,Ickey Woods,0,
N569,Full Moon,Debut,Tecmo News Battlefoil,Steel,SP,145,Warren Moon,0,
N570,Philament,Debut,Tecmo News Battlefoil,Steel,SP,145,Phil Simms,0,
N571,Key Keeper,Debut,Tecmo News Battlefoil,Steel,SP,145,Luke Kuechly,0,
N572,T.D.,Debut,Tecmo News Battlefoil,Steel,SP,145,Tony Dorsett,0,
N573,Sterling,Tecmo Bowl,Tecmo News Battlefoil,Steel,SP,140,Sterling Sharpe,0,
N574,Too Tall,Debut,Tecmo News Battlefoil,Steel,SP,140,"Ed ""Too Tall"" Jones",0,
N575,Fridge,Debut,Tecmo News Battlefoil,Steel,SP,140,William Perry,0,
N576,Samurai Mike,Debut,Tecmo News Battlefoil,Steel,SP,140,Mike Singletary,0,
N577,Monk,Debut,Tecmo News Battlefoil,Steel,SP,140,Art Monk,0,
N578,Krieghawk,Debut,Tecmo News Battlefoil,Steel,SP,140,Dave Krieg,0,
N579,Undrafted Wrecking Ball,Debut,Tecmo News Battlefoil,Steel,SP,140,Gary Clark,0,
N580,Highjump,Debut,Tecmo News Battlefoil,Steel,SP,140,Alonzo Highsmith,0,
N581,Curt Locker,Debut,Tecmo News Battlefoil,Steel,SP,140,Curt Warner,0,
N582,Calf Roper,Debut,Tecmo News Battlefoil,Steel,SP,135,Eric Metcalf,0,
N583,Novacaine,Debut,Tecmo News Battlefoil,Steel,SP,135,Jay Novacek,0,
N584,Carrier,Debut,Tecmo News Battlefoil,Steel,SP,135,Mark Carrier,0,
N585,Amigo One,Debut,Tecmo News Battlefoil,Steel,SP,135,Mark Jackson,0,
N586,Quick Draw,Debut,Tecmo News Battlefoil,Steel,SP,135,Mike Quick,0,
N587,Bank Robber,Debut,Tecmo News Battlefoil,Steel,SP,135,Carl Banks,0,
N588,Claymore,Debut,Tecmo News Battlefoil,Steel,SP,135,Clay Matthews Jr.,0,
N589,Biscuit,Debut,Tecmo News Battlefoil,Steel,SP,135,Cornelius Bennett,0,
N590,Underdoug,Debut,Tecmo News Battlefoil,Steel,SP,135,Doug Williams,0,
N591,Mountain Drew,Debut,Tecmo News Battlefoil,Steel,SP,130,Drew Bledsoe,0,
N592,Dwight Noise,Debut,Tecmo News Battlefoil,Steel,SP,130,Dwight Stephenson,0,
N593,Green Light,Debut,Tecmo News Battlefoil,Steel,SP,130,Harold Green,0,
N594,K-Mack,Debut,Tecmo News Battlefoil,Steel,SP,130,Kevin Mack,0,
N595,Pepper Spray,Debut,Tecmo News Battlefoil,Steel,SP,130,Pepper Johnson,0,
N596,The Manster,Debut,Tecmo News Battlefoil,Steel,SP,130,Randy White,0,
N597,Woodchipper,Debut,Tecmo News Battlefoil,Steel,SP,130,Rod Woodson,0,
N598,Gaultfather,Debut,Tecmo News Battlefoil,Steel,SP,130,Willie Gault,0,
N599,Jolly Roger,Debut,Tecmo News Battlefoil,Steel,SP,130,Roger Craig,0,
N600,Sevenring,First Edition,Tecmo News Battlefoil,Steel,SP,170,Tom Brady,0,
N601,Joe Cool,First Edition,Tecmo News Battlefoil,Steel,SP,170,Joe Montana,0,
N602,Neon,First Edition,Tecmo News Battlefoil,Steel,SP,165,Deion Sanders,0,
N603,Sheriff,First Edition,Tecmo News Battlefoil,Steel,SP,165,Peyton Manning,0,
N604,Sweetest of Sweet,First Edition,Tecmo News Battlefoil,Steel,SP,155,Walter Payton,0,
N605,Hands,First Edition,Tecmo News Battlefoil,Steel,SP,155,Jerry Rice,0,
N606,Hands,First Edition,Tecmo News Battlefoil,Steel,,130,Jerry Rice,0,
N607,Joe Cool,First Edition,Tecmo News Battlefoil,Steel,,130,Joe Montana,0,
N608,Merlomes,Tecmo Bowl,Tecmo News Battlefoil,Steel,,130,Patrick Mahomes,0,
N609,Dart-Board,Tecmo Bowl,Tecmo News Battlefoil,Steel,,130,Jaxson Dart,0,
N610,Bison,Tecmo Bowl,Tecmo News Battlefoil,Steel,,130,Josh Allen,0,
N611,Warp,Tecmo Bowl,Tecmo News Battlefoil,Steel,,130,Lamar Jackson,0,
N612,Bayou,Tecmo Bowl,Tecmo News Battlefoil,Steel,,125,Ja'Marr Chase,0,
N613,J-Jetts,Tecmo Bowl,Tecmo News Battlefoil,Steel,,125,Justin Jefferson,0,
N614,Reindeer Hunter,First Edition,Tecmo News Battlefoil,Steel,,125,Myles Garrett,0,
N615,Swervin’,First Edition,Tecmo News Battlefoil,Steel,,125,Michael Irvin,0,
N616,MoD,First Edition,Tecmo News Battlefoil,Steel,,125,Reggie White,0,
N617,Quads,First Edition,Tecmo News Battlefoil,Steel,,125,Saquon Barkley,0,
N618,Darn Old,First Edition,Tecmo News Battlefoil,Steel,,120,Sam Darnold,0,
N619,Phoenix,Tecmo Bowl,Tecmo News Battlefoil,Steel,,120,Bo Nix,0,
N620,Jax-In-the-Box,First Edition,Tecmo News Battlefoil,Steel,,120,Jaxon Smith-Njigba,0,
N621,Eagle-Eye,Tecmo Bowl,Tecmo News Battlefoil,Steel,,120,Jalen Hurts,0,
N622,Shrouded,Tecmo Bowl,Tecmo News Battlefoil,Steel,,120,C.J. Stroud,0,
N623,Myracle,First Edition,Tecmo News Battlefoil,Steel,,120,Jahmyr Gibbs,0,
N624,Skatter,First Edition,Tecmo News Battlefoil,Steel,,115,Cam Skattebo,0,
N625,Warden,Tecmo Bowl,Tecmo News Battlefoil,Steel,,115,Cam Ward,0,
N626,Yeti,Tecmo Bowl,Tecmo News Battlefoil,Steel,,115,Travis Kelce,0,
N627,BrockNess,Tecmo Bowl,Tecmo News Battlefoil,Steel,,115,Brock Bowers,0,
N628,McArmyKnife,Tecmo Bowl,Tecmo News Battlefoil,Steel,,115,Christian McCaffrey,0,
N629,Muffin Man,First Edition,Tecmo News Battlefoil,Steel,,115,Baker Mayfield,0,
N630,Youngblood,First Edition,Tecmo News Battlefoil,Steel,,110,Bryce Young,0,
N631,Switchblade,Tecmo Bowl,Tecmo News Battlefoil,Steel,,110,Travis Hunter,0,
N632,McVillain,First Edition,Tecmo News Battlefoil,Steel,,110,Tetairoa McMillan,0,
N633,Quarter Staff,First Edition,Tecmo News Battlefoil,Steel,,110,Matthew Stafford,0,
N634,Judkernaught,First Edition,Tecmo News Battlefoil,Steel,,110,Quinshon Judkins,0,
N635,Jeanetic,Tecmo Bowl,Tecmo News Battlefoil,Steel,,110,Ashton Jeanty,0,
N636,Coinslot,First Edition,Tecmo News Battlefoil,Steel,,105,Daniel Jones,0,
N637,Chanesaw,First Edition,Tecmo News Battlefoil,Steel,,105,Devon Achane,0,
N638,Mr. Irrelevant,Tecmo Bowl,Tecmo News Battlefoil,Steel,,105,Brock Purdy,0,
N639,Shadowstrike,First Edition,Tecmo News Battlefoil,Steel,,105,Davante Adams,0,
N640,Shepherd,Tecmo Bowl,Tecmo News Battlefoil,Steel,,105,CeeDee Lamb,0,
N641,Scary,Tecmo Bowl,Tecmo News Battlefoil,Steel,,105,Terry McLaurin,0,
N642,Lawman,Tecmo Bowl,Tecmo News Battlefoil,Steel,,100,Trevor Lawrence,0,
N643,Buttman,First Edition,Tecmo News Battlefoil,Steel,,100,Marion Butts,0,
N644,Criscross,First Edition,Tecmo News Battlefoil,Steel,,100,Cris Carter,0,
N645,Rockhead,First Edition,Tecmo News Battlefoil,Steel,,100,Chris Doleman,0,
N646,Brawn,Tecmo Bowl,Tecmo News Battlefoil,Steel,,100,A.J. Brown,0,
N647,DeVaulta,First Edition,Tecmo News Battlefoil,Steel,,100,DeVonta Smith,0,
N648,Hot Sauce,First Edition,Tecmo News Battlefoil,Steel,,95,Sauce Gardener,0,
N649,First Leap,First Edition,Tecmo News Battlefoil,Steel,,95,LeRoy Butler,0,
N650,Friday,First Edition,Tecmo News Battlefoil,Steel,,95,Deebo Samuel,0,
N651,Barreler,Tecmo Bowl,Tecmo News Battlefoil,Steel,,95,Cooper Kupp,0,
N652,Watterslide,First Edition,Tecmo News Battlefoil,Steel,,95,Ricky Watters,0,
N653,Cannon,First Edition,Tecmo News Battlefoil,Steel,,95,Rich Gannon,0,
N654,Furnest,First Edition,Tecmo News Battlefoil,Steel,,90,Earnest Byner,0,
N655,Hot Rod,First Edition,Tecmo News Battlefoil,Steel,,90,Rodney Hampton,0,
N656,Golden Bullet,Tecmo Bowl,Tecmo News Battlefoil,Steel,,90,Matthew Golden,0,
N657,Billiard,First Edition,Tecmo News Battlefoil,Steel,,90,Dalton Hillard,0,
N658,Ryptillian,First Edition,Tecmo News Battlefoil,Steel,,90,Mark Rypien,0,
N659,Flippa,First Edition,Tecmo News Battlefoil,Steel,,90,Flipper Anderson,0,
N660,Slaughterhouse,First Edition,Tecmo News Battlefoil,Steel,,85,Webster Slaughter,0,
N661,Hammer,First Edition,Tecmo News Battlefoil,Steel,,85,Omarion Hampton,0,
N662,Majik Man,First Edition,Tecmo News Battlefoil,Steel,,85,Don Majkowski,0,
N663,A Bear,First Edition,Tecmo News Battlefoil,Steel,,85,Bobby Hebert,0,
N664,Moose,First Edition,Tecmo News Battlefoil,Steel,,85,Daryl Johnston,0,
N665,Hillicopter,First Edition,Tecmo News Battlefoil,Steel,,85,Drew Hill,0,
N666,Bojax,Tecmo Bowl,Tecmo News Battlefoil,Brawl,SP,160,Bo Jackson,0,
N667,Attak,Unmasked,Tecmo News Battlefoil,Brawl,SP,160,Dak Prescott,0,
N668,Pukadot,Unmasked,Tecmo News Battlefoil,Brawl,SP,160,Puka Nacua,0,
N669,Duke of Denver,Debut,Tecmo News Battlefoil,Brawl,SP,160,John Elway,0,
N670,Brees,Debut,Tecmo News Battlefoil,Brawl,SP,160,Drew Brees,0,
N671,Fear Himself,Debut,Tecmo News Battlefoil,Brawl,SP,160,Lawrence Taylor,0,
N672,Mossed,Debut,Tecmo News Battlefoil,Brawl,SP,160,Randy Moss,0,
